price,description,charge_type,DateUpdated
262.75,CEMENTED SPACER SZ:13,standard,2020-03-09
262.75,CEMENT SPACER 14MM,standard,2020-03-09
262.84000000000003,UNIV DIST CEMENTED SPACER 9MM,standard,2020-03-09
263.2,ROTH NET RETRIEVAL DEV 23CM,standard,2020-03-09
308.0,MR PTCA BALL CATH 12X1.50MM,standard,2020-03-09
263.7,LOCK SCREW S/TAP 2.7X32MM,standard,2020-03-09
263.7,LOCK SCREW S/TAP 2.7X20MM,standard,2020-03-09
263.7,LOCK SCREW S/TAP 2.7X50MM,standard,2020-03-09
263.83,PBDS ANGIOGRAM PACK,standard,2020-03-09
263.84999999999997,COPE NEPHRO STENT 10.2FX22CM,standard,2020-03-09
263.84999999999997,COPE NEPHRO STENT 10.2FX26CM,standard,2020-03-09
263.85,COPE NEPHRO STENT 10.2FX24CM,standard,2020-03-09
263.85,COPE NEPHRO STENT 10.2FX28CM,standard,2020-03-09
264.01,PLATE CR/F CHIN GLD 6H 4MM,standard,2020-03-09
264.78,MED RND DIAMOND BUR 2.0MM,standard,2020-03-09
265.1163122923588,FLOPPY STEER GUIDEWIRE 145CM,standard,2020-03-09
265.3688524590164,SLENDER G-WIRE 5F .021X10CM,standard,2020-03-09
266.0,PVA EMBO PARTICLE 250-355MCN,standard,2020-03-09
266.0,PVA EMBO PARTICLE 355-500MCN,standard,2020-03-09
266.0,PVA EMBO PARTICLE 500-710MCN,standard,2020-03-09
266.0,SCHON XL ACUTE DIAL CATH 20CM,standard,2020-03-09
266.0,HI-TORQUE GUIDEWIRE 5X190CM,standard,2020-03-09
266.0,SCHON XL ACUTE DIAL CATH 15CM,standard,2020-03-09
266.0,SCHON XL DIALYSIS CATH 24CM,standard,2020-03-09
266.0,ACCU-VU CATH .038X20X70CM,standard,2020-03-09
266.0,HI-TORQUE GUIDEWIRE 5X300CM,standard,2020-03-09
266.0,DRILL BIT 2.0MM,standard,2020-03-09
266.75,1LUM PED BROVIAC CATH 2.7FR,standard,2020-03-09
267.29,PLATE UP MALL CNDSD CURV 10H,standard,2020-03-09
267.29,10H CURV UPPERFACE PLATE,standard,2020-03-09
267.32,PBDS BREAST BIOPSY PACK,standard,2020-03-09
267.442,FLEXIMA URETER STENT 8FX26CM,standard,2020-03-09
268.13,SPIKED WASHER 4.0MMX13.5MM,standard,2020-03-09
268.21,ELITE+ CRVD INCIS BLADE 4.5MM,standard,2020-03-09
268.43,STAPLER DST TA 30-4.8,standard,2020-03-09
268.8,SPACER CEMENT SZ 11,standard,2020-03-09
268.8,CEMENT PLUG,standard,2020-03-09
268.8,NEST EMB COIL .018X14CMX10MM,standard,2020-03-09
269.36,PBDS SENTINL NODE MASECTOMY PK,standard,2020-03-09
269.5,ABD WOUND RETRACTOR XL 11-17CM,standard,2020-03-09
269.5,COR RX BALL CATH 3.25X6MM,standard,2020-03-09
269.5523529411764,FLEXIMA URETER STENT 8FX22CM,standard,2020-03-09
269.5523529411764,FLEXIMA URETER STENT 8FX24CM,standard,2020-03-09
269.6304242424242,SCREW TI LOCKING,standard,2020-03-09
269.64,CYSTIC DUCT INTRO 12FX4MMX15CM,standard,2020-03-09
269.95,WASHER SPIKED N/STL 13.5X6.5MM,standard,2020-03-09
270.14,SCREW LOCK S/TAP 3.5 X 12,standard,2020-03-09
270.14,SCREW LOCK S/TAP 3.5 X 22,standard,2020-03-09
270.14,S/TAP LOCK SCREW 3.5X46MM,standard,2020-03-09
270.14,TI S/TAP LOCK SCREW 3.5X40MM,standard,2020-03-09
270.14,TI S/TAP LOCK SCREW 3.5X38MM,standard,2020-03-09
270.14,TI S/TAP LOCK SCREW 3.5X28MM,standard,2020-03-09
270.96,FLUTED MDA CUT BURR 3MM,standard,2020-03-09
271.04200000000003,EP-1 LONG FULL RADIUS BLADE,standard,2020-03-09
271.2124324324324,ABRADER BURR 4.0X180MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 12X2.00MM,standard,2020-03-09
271.59999999999997,CHECKFLO INTRO 14F .038X30CM,standard,2020-03-09
271.6,LG CHECKFLO INTRO 18F 30CM,standard,2020-03-09
271.6,SET INTRO PERFORMER 16FX45CM,standard,2020-03-09
272.165,SCREW LOCK S/TAP 3.5 X 16,standard,2020-03-09
272.44,KIT 11.5FX13.5 VC MAHURKAR,standard,2020-03-09
272.64,DRAIN ABSCESS J 20FX41CM,standard,2020-03-09
272.76666666666665,SCREW LOCK S/TAP 3.5 X 45,standard,2020-03-09
272.84,TI S/TAP LOCK SCREW 3.5X36MM,standard,2020-03-09
273.0,TORNADO EMBO COIL .035X8-4MM,standard,2020-03-09
273.0,PED UNCUFF TRACH TUBE 4.0X41MM,standard,2020-03-09
273.38,SCREW LOCK S/TAP 3.5 X 20,standard,2020-03-09
273.43,THALQUICK DRN J-CATH 18FX41CM,standard,2020-03-09
273.43,THALQUICK DRAIN CATH 16FX41CM,standard,2020-03-09
273.58000000000004,OVERSTITCH SUT CINCH,standard,2020-03-09
273.6114285714286,SCREW LOCK S/TAP 3.5 X 14,standard,2020-03-09
273.6788888888889,SCREW LOCK S/TAP 3.5 X 50,standard,2020-03-09
274.19,SCREW LOCK S/TAP 3.5 X 34,standard,2020-03-09
274.19,S/TAP LOCK SCREW 3.5X52MM,standard,2020-03-09
274.32,CORONARY SHUNT2.0MM X 18.0MM,standard,2020-03-09
274.32,SHUNT NEURO FLO COIL 2.5,standard,2020-03-09
274.3828571428571,LOCK SCREW S/TAP 3.5MMX42MM,standard,2020-03-09
274.4,Cath Elec Pacing Temp 6FX125cm,standard,2020-03-09
274.4,CATHETER PASSER,standard,2020-03-09
274.4,CR/F HT SD X-DRV SCREW 1.5X5MM,standard,2020-03-09
274.4,INTRATHECAL PASSER CATH 38CM,standard,2020-03-09
274.81916666666666,SCREW LOCK S/TAP 3.5 X 40,standard,2020-03-09
274.865,S/TAP LOCK SCREW 3.5X44MM,standard,2020-03-09
275.0,SCREW LOCK S/TAP 3.5 X 36,standard,2020-03-09
275.292130620985,PBDS ENT HEAD AND NECK PACK,standard,2020-03-09
275.54,SCREW LOCK S/TAP 3.5 X 10,standard,2020-03-09
275.54,S/TAP LOCK SCREW 3.5X48MM,standard,2020-03-09
275.71384615384613,SCREW LOCK S/TAP 3.5 X 38,standard,2020-03-09
276.07,4-HOLE SQUARE PLATE,standard,2020-03-09
276.07,MIDFACE ORBITAL RIM PLATE,standard,2020-03-09
276.1875,SCREW LOCK S/TAP 3.5 X 55,standard,2020-03-09
276.215,SCREW LOCK S/TAP 3.5 X 18,standard,2020-03-09
276.21500000000003,SCREW LOCK S/TAP 3.5 X 26,standard,2020-03-09
276.43,VIO SIDE BELL CUT BURR 3.2MM,standard,2020-03-09
276.53,MIC-G FEED TUBE 16FX4.0CM,standard,2020-03-09
276.598,SCREW LOCK S/TAP 3.5 X 32,standard,2020-03-09
276.62,SCREW LOCK S/TAP 3.5 X 30,standard,2020-03-09
276.68,BUR DCR HIGH SPEED CURV,standard,2020-03-09
276.8181818181818,CATH JOSEPHSON 5MM 6FX120CM,standard,2020-03-09
277.2,STD NON-LOCK SCREW 2.7X16MM,standard,2020-03-09
277.7,STAPLER DST TA 60-3.5,standard,2020-03-09
277.7049180327869,ASAHI GUIDEWIRE .014X300CM,standard,2020-03-09
308.0,MR PTCA BALL CATH 12X2.50MM,standard,2020-03-09
278.21,PIN STEINMAN C/THRD 5.0X225MM,standard,2020-03-09
278.21,PIN STEINMAN C/THRD 5.0X250MM,standard,2020-03-09
278.24,SCREW LOCK S/TAP 3.5 X 24,standard,2020-03-09
278.24,SCREW LOCK S/TAP 3.5 X 28,standard,2020-03-09
278.24,SCREW LOCK S/TAP 3.5 X 60,standard,2020-03-09
278.24,LOCK SCREW S/TAP 3.5X35MM,standard,2020-03-09
278.24,TI S/TAP LOCK SCREW 3.5X30MM,standard,2020-03-09
278.24,TI S/TAP LOCK SCREW 3.5X34MM,standard,2020-03-09
278.24,TI S/TAP LOCK SCREW 3.5X32MM,standard,2020-03-09
278.5,1-PC ACRYL IOL LENS 3.00X27.0D,standard,2020-03-09
308.0,MR PTCA BALL CATH 12X3.00MM,standard,2020-03-09
278.74,ACETABULAR DOME HOLE PLUG,standard,2020-03-09
279.44,AO ORTHO DRILL BIT 4.2X180MM,standard,2020-03-09
279.66833333333335,PBDS MAJOR PED PACK,standard,2020-03-09
279.69,NITINOL SHUTTLE SLIDER 45DG RT,standard,2020-03-09
280.0,SHUTTLE INTRO SHEATH 7FX90CM,standard,2020-03-09
280.0,MIRACLEBRO S-6 GUIDEWIRE 175CM,standard,2020-03-09
280.0,CONFIANZA GUIDEWIRE .014X180CM,standard,2020-03-09
280.0,WASHER SPIKED CANC SCREW 14MM,standard,2020-03-09
280.0,CONFIANZA GUIDEWIRE .014X300CM,standard,2020-03-09
280.0,MIRACLEBROS-3 GUIDEWIRE 300CM,standard,2020-03-09
280.0,TEMP BI PACE CABLE WHT 8FT,standard,2020-03-09
280.0,MIRACLEBROS-6 GUIDEWIRE 300CM,standard,2020-03-09
280.0,CONFIANZA GUIDEWIRE .014X300CM,standard,2020-03-09
280.0,COMFIANZAPRO12 G-WIRE 300CM,standard,2020-03-09
280.0,FIELDER XT 190CM,standard,2020-03-09
280.0,TI BREAK-OFF HEX SCREW .25X32,standard,2020-03-09
280.0,FLEXOR SIDEARM INTRO 4FX110CM,standard,2020-03-09
280.0,XIA-3 TITANIUM ROD BLOCKER,standard,2020-03-09
280.0,ASAHI SION GUIDEWIRE 14X300CM,standard,2020-03-09
280.0,SOLERA TI NON BREAK SET SCREW,standard,2020-03-09
280.0,ASAHI SION GUIDEWIRE 180CM,standard,2020-03-09
280.0,ASAHI SION GUIDEWIRE 300CM,standard,2020-03-09
280.0,ASAHI GAIA-1 GUIDEWIRE 300CM,standard,2020-03-09
280.0,ASAHI GAIA-2 GUIDEWIRE 300CM,standard,2020-03-09
280.0,ASAHI GAIA-3 GUIDEWIRE 300CM,standard,2020-03-09
280.0,ACESSA ELECTRODE PAD,standard,2020-03-09
280.0,CROSSBOW FASCIAL CLOSER SYST,standard,2020-03-09
280.0,MULTI LEAD TRIAL CABLE,standard,2020-03-09
308.0,MR PTCA BALL CATH 12X4.00MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 15X2.00MM,standard,2020-03-09
281.55579617834394,GUIDEWIRE JAG HYDRA,standard,2020-03-09
282.94,ULTRSNC BFV SCOPE ASP NDL 22G,standard,2020-03-09
283.09,PARAGUARD IUD,standard,2020-03-09
283.5,ELEVIEW AMPULE INJECTION 10ML,standard,2020-03-09
283.696,SHUTTLE INTRO SHEATH 6FX90CM,standard,2020-03-09
283.82,CUST LAPAROTOMY LPNUF PACK,standard,2020-03-09
283.83,BIL DRAIN CATH 14.0F 40CM,standard,2020-03-09
284.96999999999997,CRS DIAMOND BALL BURR 4X15CM,standard,2020-03-09
285.0,IMPLANON IMPLANT,standard,2020-03-09
285.02,RELOAD STR ENDO GIA 45-3.5,standard,2020-03-09
285.02000000000004,RELOAD STR ENDO GIA 30-3.5,standard,2020-03-09
285.38,FLEXIMA URETER STENT 10FX26CM,standard,2020-03-09
285.38,FLEXIMA URETER STENT 8FX20CM,standard,2020-03-09
285.38,FLEXIMA URETER STENT 10FX22CM,standard,2020-03-09
285.38,FLEXIMA URETER STENT 10FX24CM,standard,2020-03-09
285.5442857142857,COAG ELEC 3FR,standard,2020-03-09
285.6,WHOLEY MOD J GUIDEWIRE 260CM,standard,2020-03-09
286.16,FLEXOR INTRO SHUTTLE 8FX90CM,standard,2020-03-09
286.55,STEINMANN PIN 5.0X200MM,standard,2020-03-09
287.0,C5623 STL TORQUE WRENCH 23KHZ,standard,2020-03-09
287.09,MONO STIMULATOR PROBE,standard,2020-03-09
308.0,MR PTCA BALL CATH 15X2.25MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 15X2.50MM,standard,2020-03-09
288.23,TEMP ACCS FIXATION PIN,standard,2020-03-09
288.4,PACING FLOW CATH 5FR,standard,2020-03-09
288.75,TEMNO COAX NDL 16GAX15CM,standard,2020-03-09
288.88,CONNECTOR ROD H2H OUTER NUT,standard,2020-03-09
288.88,CONNECTOR ROD H2H INNER SCREW,standard,2020-03-09
289.8,BIT DRILL W/K-WIRE ATTCH 1.5MM,standard,2020-03-09
289.8,SHRT DRILL BIT W/AO QC 2.9MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 15X2.75MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 15X3.00MM,standard,2020-03-09
291.66,DEKNATEL TEVDEK-II SUT VPACK,standard,2020-03-09
308.0,MR PTCA BALL CATH 15X3.25MM,standard,2020-03-09
292.88,CUSTOM EMBO SURG TRAY,standard,2020-03-09
293.13,STAPLER DST TA 90-3.5,standard,2020-03-09
293.13,STAPLER DST TA 90-4.8,standard,2020-03-09
293.94,JEJUNAL FEED TUBE 24FX95CM,standard,2020-03-09
294.0,HEMASHIELD GRAFT 3 X 1,standard,2020-03-09
294.0,UNIFUSE CATH 5FX50X135CM,standard,2020-03-09
294.0,UNIFUSE CATH 4FX10X90CM,standard,2020-03-09
294.2,T2 BALLTIP GUIDEWIRE 3X100MM,standard,2020-03-09
294.53000000000003,ZIP STRAP SURG LIGHT,standard,2020-03-09
295.3,FULL RADIUS CURVED BLADE 4.5MM,standard,2020-03-09
295.68,JEJUNAL FEED TUBE 9FX60CM,standard,2020-03-09
296.09999999999997,ENDO DETACH LOOP 2.8X30MM,standard,2020-03-09
297.5,SLENDER GWIRE KIT .021X10CM,standard,2020-03-09
297.5,SLENDER GWIRE KIT .025X10CM,standard,2020-03-09
297.5,DRILL BIT 2.5MM,standard,2020-03-09
297.55,STAPLER ENDO DST GIA 60-3.8,standard,2020-03-09
297.56,STAPLER ENDO DST GIA 60-4.8,standard,2020-03-09
297.95,AO ORTHO DRILL BIT 4.2X340MM,standard,2020-03-09
297.95,AO ORTHO DRILL BIT 4.2X130MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 2.50X12MM,standard,2020-03-09
298.8957142857143,LOCK STARDRIVE SCREW 2.4X24MM,standard,2020-03-09
299.21999999999997,3-LUM FILTERED IFS TUBE SET,standard,2020-03-09
308.0,MR PTCA BALL CATH 2.75X15MM,standard,2020-03-09
300.805,LOCK SCREW VAR ANG 2.4X8MM,standard,2020-03-09
301.0,PRE-MARKED ASP NDL 21G,standard,2020-03-09
301.4414285714286,LOCK STARDRIVE SCREW 2.4X22MM,standard,2020-03-09
302.686,STARDRIVE LOCK SCREW 2.4X20MM,standard,2020-03-09
302.82,T2 SMOOTH TIP G-WIRE 2.2X800MM,standard,2020-03-09
303.14973684210526,STARDRIVE LOCK SCREW 2.4X18MM,standard,2020-03-09
303.44,PBDS MINOR PLASTIC ENT PACK,standard,2020-03-09
303.5743243243243,STARDRIVE LOCK SCREW 2.4X16MM,standard,2020-03-09
304.14625,STARDRIVE LOCK SCREW 2.4X14MM,standard,2020-03-09
304.93666666666667,S/TAP CANC LCK SCREW 2.4X20MM,standard,2020-03-09
305.26,LOCK STARDRIVE SCREW 2.4X10MM,standard,2020-03-09
305.26,STARDRIVE LOCK SCREW 2.4X12MM,standard,2020-03-09
305.26,LOCK SCREW STARDRIVE 2.4X26MM,standard,2020-03-09
305.26,LOCK SCREW STARDRIVE 2.4X28MM,standard,2020-03-09
305.364,HERMETIC VENT DRAIN CATH 35CM,standard,2020-03-09
305.65,4 HOLE PLATE,standard,2020-03-09
306.6,PATIENT POSITIONING PAD,standard,2020-03-09
307.44,Q-C DRILL BIT 1.8X110MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 20X1.50MM,standard,2020-03-09
308.0,DBL LUM NTNL PICC CATH 5FX70CM,standard,2020-03-09
308.0,SGL LUM NTNL PICC CATH 4FX70CM,standard,2020-03-09
308.0,COR RX BALL CATH 1.5X15MM,standard,2020-03-09
308.0,COR RX BALL CATH 2.0X12MM,standard,2020-03-09
308.0,COR RX BALL CATH 2.0X15MM,standard,2020-03-09
308.0,COR RX BALL CATH 2.0X20MM,standard,2020-03-09
308.0,COR RX BALL CATH 2.25X8MM,standard,2020-03-09
308.0,COR RX BALL CATH 2.25X12MM,standard,2020-03-09
308.0,COR RX BALL CATH 2.25X15MM,standard,2020-03-09
308.0,COR RX BALL CATH 2.5X12MM,standard,2020-03-09
308.0,COR RX BALL CATH 2.5X20MM,standard,2020-03-09
308.0,COR RX BALL CATH 3.0X8MM,standard,2020-03-09
308.0,COR RX BALL CATH 3.0X12MM,standard,2020-03-09
308.0,COR RX BALL CATH 3.0X20MM,standard,2020-03-09
308.0,COR OTW BALL CATH 2.5X15MM,standard,2020-03-09
308.0,COR OTW BALL CATH 2.5X20MM,standard,2020-03-09
308.0,COR RX BALL CATH 1.5X8MM,standard,2020-03-09
308.0,COR RX BALL CATH 2.0X6MM,standard,2020-03-09
308.0,COR RX BALL CATH 2.25X6MM,standard,2020-03-09
308.0,COR RX BALL CATH 2.5X8MM,standard,2020-03-09
308.0,COR RX BALL CATH 2.5X20MM,standard,2020-03-09
308.0,COR RX BALL CATH 2.75X6MM,standard,2020-03-09
308.0,COR RX BALL CATH 2.75X8MM,standard,2020-03-09
308.0,COR RX BALL CATH 2.75X12MM,standard,2020-03-09
308.0,COR RX BALL CATH 3.0X8MM,standard,2020-03-09
308.0,COR RX BALL CATH 3.0X20MM,standard,2020-03-09
308.0,COR RX BALL CATH 3.25X8MM,standard,2020-03-09
308.0,COR RX BALL CATH 3.25X12MM,standard,2020-03-09
308.0,COR RX BALL CATH 3.5X12MM,standard,2020-03-09
308.0,COR RX BALL CATH 3.5X20MM,standard,2020-03-09
308.0,COR RX BALL CATH 3.75X15MM,standard,2020-03-09
308.0,COR RX BALL CATH 4.0X12MM,standard,2020-03-09
308.0,COR RX BALL CATH 4.5X8MM,standard,2020-03-09
308.0,COR RX BALL CATH 4.5X15MM,standard,2020-03-09
308.0,COR RX BALL CATH 5.0X15MM,standard,2020-03-09
308.0,SAF-T-PEXY GASTRO ANCHOR,standard,2020-03-09
308.0,COR RX BALL CATH 1.2X6MM,standard,2020-03-09
308.0,VERSALFEX-Z CATH 7R X 2.0,standard,2020-03-09
308.0,VERSALFEX-Z CATH 7R X 1.5,standard,2020-03-09
308.0,SGL PIECE NTNL CATH 5FX70CM,standard,2020-03-09
308.0,DIL OTW BALL CATH 2.5X20MM,standard,2020-03-09
308.0,DIL OTW BALL CATH 3.5X8MM,standard,2020-03-09
308.0,DIL OTW BALL CATH 3.5X12MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 20X2.00MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 20X2.50MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 20X2.75MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 20X3.00MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 3.00X15MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 3.00X8MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 3.50X12MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 8X1.25MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 8X1.50MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 8X2.00MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 8X2.25MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 8X2.50MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 8X3.00MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 8X3.25MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 8X3.50MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 8X3.75MM,standard,2020-03-09
308.0,MR PTCA BALL CATH 8X4.00MM,standard,2020-03-09
406.0,MUSTANG PTA CATH 10X20X75CM,standard,2020-03-09
406.0,MUSTANG PTA CATH 10X40X75CM,standard,2020-03-09
406.0,MUSTANG PTA CATH 12X200X75CM,standard,2020-03-09
406.0,MUSTANG PTA CATH 12X40X75CM,standard,2020-03-09
406.0,MUSTANG PTA CATH 4X4X75CM,standard,2020-03-09
406.0,MUSTANG PTA CATH 6X100X75CM,standard,2020-03-09
406.0,MUSTANG PTA CATH 6X20X75CM,standard,2020-03-09
406.0,MUSTANG PTA CATH 6X40X75CM,standard,2020-03-09
406.0,MUSTANG PTA CATH 7X100X75CM,standard,2020-03-09
406.0,MUSTANG PTA CATH 7X20X75CM,standard,2020-03-09
406.0,MUSTANG PTA CATH 7X40X75CM,standard,2020-03-09
406.0,MUSTANG PTA CATH 8X20X75CM,standard,2020-03-09
406.0,MUSTANG PTA CATH 8X40X75CM,standard,2020-03-09
406.0,MUSTANG PTA CATH 9X20X75CM,standard,2020-03-09
406.0,MUSTANG PTA CATH 9X40X75CM,standard,2020-03-09
59.85,NDL OPTH SOFT TIP DISP 20G,standard,2020-03-09
3920.0,NEO ADPTD COLAGEN SCAFOLD4X4CM,standard,2020-03-09
4760.0,NEO ADPTD COLAGEN SCAFOLD5X8CM,standard,2020-03-09
308.0,CS-J EXTRA SUPPORT GUIDEWIRE,standard,2020-03-09
308.0,CS-J XTRA DISTL SUPPORT G-WIRE,standard,2020-03-09
771.46,NEPHROMAX PTFE BAL CATH,standard,2020-03-09
64.58285819250551,NEPTUNE-II 4 PORT MANIFOLD,standard,2020-03-09
2772.0,NEUROSTIM POCKET ADAPTER 1X4,standard,2020-03-09
308.0,OTW DIL BALL CATH 1.50X15MM,standard,2020-03-09
308.0,OTW DIL BALL CATH 1.50X20MM,standard,2020-03-09
308.0,OTW DIL BALL CATH 2.00X15MM,standard,2020-03-09
308.0,OTW DIL BALL CATH 1.20X6MM,standard,2020-03-09
308.0,EMERGE FG NC CATH 4.50X6MM,standard,2020-03-09
308.0,EMERGE FG NC CATH 2.25X12MM,standard,2020-03-09
308.0,EMERGE FG NC CATH 2.50X12MM,standard,2020-03-09
308.0,CORONARY DIL OTW CATH 2X20MM,standard,2020-03-09
3482.5,NVISIONVLE OPTICAL PROBE 14MM,standard,2020-03-09
3482.5,NVISIONVLE OPTICAL PROBE 20MM,standard,2020-03-09
21.6,OPTH KNIFE 15DEG 5MM,standard,2020-03-09
1.05,OPTH WECK CELL SPONGE,standard,2020-03-09
1386.0,OPTIM BIP IS-1 PACE LEAD 46CM,standard,2020-03-09
1386.0,OPTIM BIP IS-1 PACE LEAD 52CM,standard,2020-03-09
1386.0,OPTIM BIP IS-1 PACE LEAD 58CM,standard,2020-03-09
0.01,OPTIMIZE STUDY DEVICE A,standard,2020-03-09
2940.0,OPTIMIZE STUDY DEVICE B,standard,2020-03-09
308.21,CUST MAJOR MANUG PACK,standard,2020-03-09
308.56,STAPLER VASC DST TA 30-V3,standard,2020-03-09
309.58,BURR CUTT BALL FLTD 3MMX7.5CM,standard,2020-03-09
309.58,BURR CUTT BALL FLTD 5MMX7.5CM,standard,2020-03-09
309.58,BURR CUTT BALL FLTD 6MMX7.5CM,standard,2020-03-09
309.62,PERCUFLEX+ URET STENT 6FX22CM,standard,2020-03-09
309.62,STENT URETERAL CONTOUR 20CMX6F,standard,2020-03-09
309.62,STENT URETERAL CONTOUR 22CMX6F,standard,2020-03-09
309.62,STENT URETERAL CONTOUR 24CMX6F,standard,2020-03-09
309.62,STENT URETERAL CONTOUR 26CMX6F,standard,2020-03-09
309.62,STENT URETERAL CONTOUR 24CMX7F,standard,2020-03-09
309.62,STENT URETERAL CONTOUR 26CMX7F,standard,2020-03-09
310.69,PLTN FIBER COIL,standard,2020-03-09
310.69,PLTNM FIBER COIL .018X2X5MM,standard,2020-03-09
313.56824120603017,PBDS ORAL PACK,standard,2020-03-09
313.59999999999997,FLEXOR INTRO SHUTTLE 6FX90CM,standard,2020-03-09
313.6,CLEAR-VU BALL ELECTR 3MMX9CM,standard,2020-03-09
313.6,TI CORT LOCK SCREW 4.0X40MM,standard,2020-03-09
313.6,TI CORT LOCK SCREW 4.0X36MM,standard,2020-03-09
313.6,TI CANC LOCK SCREW 4.0X38MM,standard,2020-03-09
313.6,TI CANC LCK SCREW 4X24MM,standard,2020-03-09
313.6,CATH BALL NC EUPHORA RX 3X15MM,standard,2020-03-09
154.0,OPTISEAL INTRO VLV 10X13CM,standard,2020-03-09
315.0,EMBO CATH 2F,standard,2020-03-09
315.0,SIMPLICITY III PROBE,standard,2020-03-09
315.0,ACL ACC GRAFT KNIFE 10MM,standard,2020-03-09
315.0,STR GUIDING SHEATH 6FX45CM,standard,2020-03-09
315.0,8MM TRANSPORT CANNULA SZ:4-6,standard,2020-03-09
315.0,VIPERSLIDE LUBRICANT 100ML,standard,2020-03-09
315.0,BIOCOMPOSITE 4.75 SUT,standard,2020-03-09
315.0,EFFICENT-KOH/RUM-II 3.5CM,standard,2020-03-09
315.0,SS EFFICENT-KOH/RUM-II 4.0CM,standard,2020-03-09
315.0,DBS BOOT ACCESSORY KIT,standard,2020-03-09
315.3111111111111,STL REAMING ROD 2.5X950MM,standard,2020-03-09
315.86,FOGARTY EMBO CATH 2FX60CM,standard,2020-03-09
315.98,FLUTED DIA BALL BUR 7CMX4MM,standard,2020-03-09
316.51,SCREW LOCK S/TAP T25 5.0X46,standard,2020-03-09
316.51,SCREW LOCK S/TAP T25 5.0X55,standard,2020-03-09
316.51,SCREW LOCK S/TAP T25 5.0X75,standard,2020-03-09
316.51,SCREW LOCK S/TAP 5.0X16,standard,2020-03-09
316.51,S/TAP T8 LOCK SCREW 2.7X32MM,standard,2020-03-09
316.51,T8 S/TAP LOCK SCREW 2.7X54MM,standard,2020-03-09
317.23999999999995,GAP PLATE SCREW 6.5X45MM,standard,2020-03-09
317.24,GAP PLATE SCREW 6.5MMX25MM,standard,2020-03-09
317.24,GAP PLATE SCREW 6.5X30MM,standard,2020-03-09
317.24,GAP PLATE SCREW 6.5X35MM,standard,2020-03-09
317.24,GAP PLATE SCREW 6.5MMX15MM,standard,2020-03-09
317.86,FOGARTY EMBO CATH 3FX80,standard,2020-03-09
317.86,FOGARTY EMBO CATH 4FX80,standard,2020-03-09
317.86,FOGARTY EMBO CATH 5.5FX80,standard,2020-03-09
318.09166666666664,LOCK SCREW S/TAP T8 2.7X60MM,standard,2020-03-09
318.0916666666667,T8 S/TAP LOCK SCREW 2.7X16MM,standard,2020-03-09
318.1818181818182,COR RX BALL CATH 3.75X12MM,standard,2020-03-09
318.21,RELOAD ENDO MF GIA 30-3.5,standard,2020-03-09
318.5,VERTICAL MICROSCISSORS 1.9MM,standard,2020-03-09
318.53,SHUNT CSF CARDIO PERITONEAL,standard,2020-03-09
318.53,S/TAP LOCK SCREW 3.5X80MM,standard,2020-03-09
318.80333333333334,BENDING TEMPALTE F/LCK PLATE,standard,2020-03-09
319.2,2LUM NTNL GW CATH 4FX135CM,standard,2020-03-09
319.2,URETERAL STENT 4.8FX22CM,standard,2020-03-09
319.20000000000005,PERCUFLEX+ URET STENT 6FX24CM,standard,2020-03-09
319.67333333333335,T8 S/TAP LOCK SCREW 2.7X12MM,standard,2020-03-09
319.67333333333335,S/TAP T8 LOCK SCREW 2.7X34MM,standard,2020-03-09
319.67333333333335,LOCK SCREW VA S/TAP SS2.7X50MM,standard,2020-03-09
319.67333333333335,T8 S/TAP LOCK SCREW 2.7X14MM,standard,2020-03-09
320.25,DMND BALL CUTT BURR 4MMX7.5CM,standard,2020-03-09
320.306,T8 S/TAP LOCK SCREW 2.7X20MM,standard,2020-03-09
320.57714285714286,T8 S/TAP LOCK SCREW 2.7X18MM,standard,2020-03-09
320.69,FOGARTY EMBO CATH 6FX80,standard,2020-03-09
320.96,AO ORTHO DRILL BIT 4.2X230MM,standard,2020-03-09
321.13,DOPPLER FLOW PROBLE EXT CABLE,standard,2020-03-09
321.78,CORT LOCK SCREW 3.5X36MM,standard,2020-03-09
