UF Health Shands Gainesville - Pricing Transparency Charge Master,,
Issued 7/1/2019,,
"NOTE: prices identified as ""Mark Up' encompass multiple items with different prices based item markup",,
,,
BILLING_DESC,UNIT,PRICE
"LEAD, PACEMAKER, OTHER THAN TRANSVENOUS VDD SINGLE PASS ",EACH,1204
"LEAD, PACEMAKER, OTHER THAN TRANSVENOUS VDD SINGLE PASS ",EACH,2130
LEAD-AICD NON SING/DUAL ,EACH,3198
LEAD-BIV ,EACH,"3,920.00"
LEAD-ICD- DUAL COIL ,EACH,11330
LEAD-ICD- SGLE COIL ,EACH,11330
LEAD-ICD-DUAL COIL ,EACH,11330
LEAD-ICD-SINGLE COIL ,EACH,11330
LEAD-LV COR VENOUS SYS-BIV ,EACH,5095
LEAD-LV COR VENOUS SYS-BIV ,EACH,"4,965.00"
LEAD-PACEMAKER ,EACH,1204
LEAD-PACEMAKER ,EACH,2130
LEAD-PMKR ,EACH,1734
LEAD-PMKR ,EACH,1440
LEAD-PMKR ,EACH,1335
LEECH EA ,EACH,168
LEFLUNOMIDE 10 MG PO TABS [23872],1 each,49.3
LEFLUNOMIDE 20 MG PO TABS [23873],1 each,49.30
LEFLUNOMIDE PO LIQD 15 MG/ML [402074],30 mL,61.3
LEFT HEART CATH W/CORO ANGIO CATH ,EACH,11750
LEFT HEART CATH W/VENTRICULOGRAPH ,EACH,10685
LEFT HEART KIT ,EACH,80
LEG HIP-ANKLE AP&LAT ,EACH,270.00
LEG-ANKLE SURGERY PROCEDURE ,EACH,695
LEGIONELLA AB ,EACH,49.00
LEGIONELLA AB EVAL COMP ,EACH,82.00
LEGIONELLA ANTIGEN ,EACH,81
LEISHMANIA IGG AB ,EACH,93
LENS INTRAOCULAR ,EACH,MarkUp
LENS INTRAOCULAR SYMFONY ,EACH,450.00
LENS INTRAOCULAR TORIC SN6AT5 ,EACH,1035
LENS INTRAOCULAR TORIC SN6AT5 ,EACH,450
LENS VITRECTOMY ,EACH,MarkUp
LENS VITRECTOMY ,EACH,MarkUp
LEPTIN ,EACH,140
LEPTOSPIRA ANTIBODY ,EACH,62.00
LEPTOSPIRA IGM AB BY DOT BLOT ,EACH,104.00
LETERMOVIR 20 MG/ML IV SOLN CUSTOM UF [173573],24 mL,1120.1
LETERMOVIR 240 MG PO TABS [171232],1 each,702
LETERMOVIR 480 MG PO TABS [171234],1 each,702.00
LETERMOVIR 480 MG PO TABS [171234],1 each,702.00
LETROZOLE 2.5 MG PO TABS [21509],1 each,122.90
LEUCOVORIN CALCIUM 100 MG IJ SOLR [4392],100 mg,109.1
LEUCOVORIN CALCIUM 100 MG IJ SOLR [4392],1 each,109.1
LEUCOVORIN CALCIUM 15 MG PO TABS [4396],1 each,63.6
LEUCOVORIN CALCIUM 200 MG IJ SOLR [15426],200 mg,113.40
LEUCOVORIN CALCIUM 200 MG IJ SOLR [15426],200 mg,190.00
LEUCOVORIN CALCIUM 200 MG IJ SOLR [15426],1 each,113.4
LEUCOVORIN CALCIUM 200 MG IJ SOLR [15426],1 each,190
LEUCOVORIN CALCIUM 350 MG IJ SOLR [4393],350 mg,104.9
LEUCOVORIN CALCIUM 350 MG IJ SOLR [4393],1 each,104.9
LEUCOVORIN CALCIUM 5 MG PO TABS [4398],1 each,17.6
LEUCOVORIN CALCIUM 50 MG IJ SOLR [4394],50 mg,64.8
LEUCOVORIN CALCIUM 50 MG IJ SOLR [4394],1 each,64.80
LEUCOVORIN CALCIUM 500 MG IJ SOLR [23617],500 mg,346.50
LEUCOVORIN CALCIUM 500 MG IJ SOLR [23617],1 each,346.5
LEUCOVORIN PO LIQD 1 MG/ML [402075],500 mL,22.5
LEUKOCYTE LYSOSOMAL ENZYME ,EACH,1484
LEUPROLIDE ACETATE (3 MONTH) 11.25 MG IM KIT [21044],1 each,"14,883.50"
LEUPROLIDE ACETATE (3 MONTH) 22.5 MG IM KIT [21045],1 each,17730.4
LEUPROLIDE ACETATE (3 MONTH) 22.5 MG SC KIT [33669],1 each,5508.1
LEUPROLIDE ACETATE (4 MONTH) 30 MG IM KIT [21108],1 each,23631.1
LEUPROLIDE ACETATE (4 MONTH) 30 MG SC KIT [35236],1 each,7334.8
LEUPROLIDE ACETATE (6 MONTH) 45 MG IM KIT [147826],1 each,35433.1
LEUPROLIDE ACETATE (6 MONTH) 45 MG SC KIT [40801],1 each,"10,988.00"
LEUPROLIDE ACETATE 11.25 MG IM KIT [10390],1 each,10843
LEUPROLIDE ACETATE 3.75 MG IM KIT [13691],1 each,4979.9
LEUPROLIDE ACETATE 5 MG/ML IJ KIT [14135],2.8 mL,3017.6
LEUPROLIDE ACETATE 7.5 MG IM KIT [10392],1 each,5929
LEUPROLIDE ACETATE 7.5 MG SC KIT [32893],1 each,1854.9
LEVALBUTEROL HCL 0.63 MG/3ML IN NEBU [24915],1  x 3 mL Plas Cont,53.1
LEVALBUTEROL HCL 1.25 MG/3ML IN NEBU [24916],1  x 3 mL Plas Cont,29.5
LEVEL IV PROSTATE 10-20 SPECIMENS ,EACH,180
LEVEL IV PROSTATE 21-40 SPECIMENS ,EACH,180
LEVEL IV PROSTATE 41-60 SPECIMENS ,EACH,180
LEVEL IV PROSTATE MORE THAN 60 SPECIMENS ,EACH,180
LEVEL IV SURG PATH G & M EXAM ,EACH,180
LEVETIRACETAM 100 MG/ML PO SOLN [36590],473 mL,864.2
LEVETIRACETAM 250 MG PO TABS [26816],1 each,8.70
LEVETIRACETAM 500 MG PO TABS [26817],1 each,3.00
LEVETIRACETAM 500 MG PO TABS [26817],1 each,10.30
LEVETIRACETAM 500 MG/5ML IV SOLN [77195],5 mL,101
LEVETIRACETAM 500 MG/5ML IV SOLN [77195],1  x 5 mL Vial,242.7
LEVETIRACETAM 500 MG/5ML IV SOLN [77195],1  x 5 mL Vial,168.2
LEVETIRACETAM 500 MG/5ML IV SOLN [77195],1  x 5 mL Vial,101
LEVETIRACETAM 500 MG/5ML PO SOLN UD UF [402833],1 cup,9.2
LEVETIRACETAM 500 MG/5ML PO SOLN UD UF [402833],1 cup,3.60
LEVETIRACETAM 750 MG PO TABS [26818],1 each,14.3
LEVETIRACETAM ER 500 MG PO TB24 [93257],1 each,25.7
LEVOBUNOLOL HCL 0.5 % OP SOLN [10394],1  x 5 mL Bottle,72.6
LEVOBUNOLOL HCL 0.5 % OP SOLN [10394],1  x 10 mL Bottle,171
LEVOCARNITINE 1 GM/10ML PO SOLN [41623],118 mL,147.7
LEVOCARNITINE 200 MG/ML IV SOLN [20954],5 mL,162.2
LEVOCARNITINE 200 MG/ML IV SOLN [20954],1  x 5 mL Vial,162.20
LEVOCARNITINE 330 MG PO TABS [20952],1 each,3.60
LEVOFLOXACIN 0.5 % OP SOLN [28872],1  x 5 mL Bottle,225
LEVOFLOXACIN 25 MG/ML PO SOLN [39970],480 mL,1990.1
LEVOFLOXACIN 250 MG PO TABS [18918],1 each,50.5
LEVOFLOXACIN 500 MG PO TABS [18919],1 each,50.5
LEVOFLOXACIN 750 MG PO TABS [28964],1 each,73.9
LEVOFLOXACIN IN D5W 250 MG/50ML IV SOLN [144379],1  x 50 mL Flex Cont,45.4
LEVOFLOXACIN IN D5W 5 MG/ML IV CUSTOM UF [402779],150 mL,71.3
LEVOFLOXACIN IN D5W 5 MG/ML IV CUSTOM UF [402779],150 mL,141.5
LEVOFLOXACIN IN D5W 500 MG/100ML IV SOLN [144380],1  x 100 mL Flex Cont,71.3
LEVOFLOXACIN IN D5W 750 MG/150ML IV SOLN [144381],1  x 150 mL Flex Cont,71.3
LEVOLEUCOVORIN CALCIUM 50 MG IV SOLR [91289],50 mg,230.4
LEVOMILNACIPRAN HCL ER 20 MG PO CP24 [154208],1 each,43.1
LEVOMILNACIPRAN HCL ER 40 MG PO CP24 [154209],1 each,43.1
LEVONORGESTREL 1.5 MG PO TABS [100423],1 each,117
LEVONORGESTREL 20 MCG/24HR IU IUD [29280],1 each,3704.1
LEVONORGESTREL-ETHINYL ESTRAD 0.15-30 MG-MCG PO TABS [10401],1 each,3.4
LEVONORG-ETH ESTRAD TRIPHASIC PO TABS [10399],1 each,3
LEVONORG-ETH ESTRAD TRIPHASIC PO TABS [10399],1 each,3
LEVOTHYROXINE 12.5 MCG PO TAB (INPATIENT) [400711],1 each,3
LEVOTHYROXINE 25 MCG/ML ORAL LIQUID [404215],120 mL,50.4
LEVOTHYROXINE SODIUM 100 MCG IV SOLR [127574],100 mcg,455.2
LEVOTHYROXINE SODIUM 100 MCG PO TABS [4423],1 each,4.4
LEVOTHYROXINE SODIUM 100 MCG PO TABS [4423],1 each,3
LEVOTHYROXINE SODIUM 112 MCG PO TABS [10404],1 each,3
LEVOTHYROXINE SODIUM 125 MCG PO TABS [4424],1 each,4.4
LEVOTHYROXINE SODIUM 137 MCG PO TABS [10405],1 each,4.3
LEVOTHYROXINE SODIUM 150 MCG PO TABS [4425],1 each,4.4
LEVOTHYROXINE SODIUM 150 MCG PO TABS [4425],1 each,3
LEVOTHYROXINE SODIUM 200 MCG PO TABS [4426],1 each,4.40
LEVOTHYROXINE SODIUM 25 MCG PO TABS [4420],1 each,3.00
LEVOTHYROXINE SODIUM 50 MCG PO TABS [4421],1 each,4.40
LEVOTHYROXINE SODIUM 75 MCG PO TABS [4422],1 each,4.40
LEVOTHYROXINE SODIUM 88 MCG PO TABS [10403],1 each,3.00
LH ,EACH,126
LHC TRANSSEP/TRANSAPICAL PUNC ADD ,EACH,6575
LIDOCAINE ,EACH,53
LIDOCAINE 4 % EX CREA [23461],1  x 15 g Tube,57.60
LIDOCAINE 4 % EX CREA [23461],1  x 5 g Tube,25.20
LIDOCAINE 5 % EX OINT [41831],1  x 35.44 g Tube,900.00
LIDOCAINE 5 % EX PTCH [28203],1 each,56.9
LIDOCAINE HCL (CARDIAC) PF 20 MG/ML IV SOLN SH [500040],1  x 5 mL Syringe,21
LIDOCAINE HCL (CARDIAC) PF 20 MG/ML IV SOLN SH [500040],1  x 5 mL Syringe,20.00
LIDOCAINE HCL (PF) 0.5 % IJ SOLN [138256],1  x 50 mL Vial,25.20
LIDOCAINE HCL (PF) 1 % IJ SOLN [103340],1  x 30 mL Vial,19.00
LIDOCAINE HCL (PF) 1 % IJ SOLN [103340],1  x 2 mL Ampule,9.00
LIDOCAINE HCL (PF) 1 % IJ SOLN [103340],1  x 5 mL Ampule,10
LIDOCAINE HCL (PF) 2 % IJ SOLN [103341],1  x 10 mL Ampule,24.7
LIDOCAINE HCL (PF) 2 % IJ SOLN [103341],1  x 5 mL Vial,18.50
LIDOCAINE HCL (PF) 2 % IJ SOLN [103341],1  x 2 mL Vial,24.30
LIDOCAINE HCL (PF) 4 % IJ SOLN [166731],1  x 5 mL Ampule,28.1
LIDOCAINE HCL 1 % IJ SOLN [4452],1  x 20 mL Vial,9
LIDOCAINE HCL 2 % EX GEL URO-JET [403661],1  x 5 mL Box,37.3
LIDOCAINE HCL 2 % EX GEL URO-JET [403661],1  x 10 mL Vial,41.60
LIDOCAINE HCL 2 % EX GEL URO-JET [403661],1  x 20 mL Box,50.10
LIDOCAINE HCL 2 % IJ SOLN [4454],50 mL,23.8
LIDOCAINE HCL 2 % IJ SOLN [4454],20 mL,21.6
LIDOCAINE HCL 2 % IJ SOLN [4454],1  x 10 mL Vial,19.5
LIDOCAINE HCL 2 % IJ SOLN [4454],1  x 50 mL Vial,23.8
LIDOCAINE HCL 2 % IJ SOLN [4454],1  x 20 mL Vial,21.6
LIDOCAINE HCL 4 % EX SOLN [4450],1  x 50 mL Bottle,190
LIDOCAINE HCL 4 % MT SOLN [43717],1  x 4 mL Bottle,129.3
LIDOCAINE HCL URETHRAL/MUCOSAL 2 % EX GEL [4448],1  x 30 mL Tube,111.9
LIDOCAINE HCL URETHRAL/MUCOSAL 2 % EX GEL [4448],1  x 5 mL Tube,42.2
LIDOCAINE HCL URETHRAL/MUCOSAL 2 % EX GEL [4448],1  x 5 mL Tube,42.2
LIDOCAINE IN D5W 4-5 MG/ML-% IV SOLN [14868],1  x 500 mL Flex Cont,37.8
LIDOCAINE VISCOUS 2 % MT SOLN 15 ML UD [402637],1 cup,11.6
LIDOCAINE VISCOUS 2 % MT SOLN 15 ML UD [402637],1  x 15 mL Cup,9.00
LIDOCAINE VISCOUS 2 % MT SOLN 15 ML UD [402637],1  x 15 mL Cup,9.00
LIDOCAINE VISCOUS HCL 2 % MT SOLN [4462],1  x 100 mL Bottle,76.10
LIDOCAINE VISCOUS HCL 2 % MT SOLN [4462],1  x 100 mL Bottle,71.30
LIDOCAINE-EPINEPHRINE 0.5 %-1:200000 IJ SOLN [10426],1  x 50 mL Vial,22.50
LIDOCAINE-EPINEPHRINE 1 %-1:100000 IJ SOLN [10427],1  x 20 mL Vial,13.90
LIDOCAINE-EPINEPHRINE 1 %-1:100000 IJ SOLN [10427],1  x 30 mL Vial,32.9
LIDOCAINE-EPINEPHRINE 1 %-1:200000 IJ SOLN [10428],1  x 30 mL Vial,66
LIDOCAINE-EPINEPHRINE 1 %-1:200000 IJ SOLN [10428],1  x 30 mL Vial,66.8
LIDOCAINE-EPINEPHRINE 1.5 %-1:200000 IJ SOLN [10429],1  x 30 mL Ampule,81.4
LIDOCAINE-EPINEPHRINE 2 %-1:100000 IJ SOLN [10430],1  x 20 mL Vial,19.4
LIDOCAINE-EPINEPHRINE 2 %-1:100000 IJ SOLN [10430],1  x 1.7 mL Cartridge,9
LIDOCAINE-EPINEPHRINE 2 %-1:200000 IJ SOLN [10431],1  x 20 mL Vial,29.3
LIDOCAINE-EPINEPHRINE-TETRACAINE (LET) EX SOLN UF [402527],1  x 3 mL Bottle,9
LIDOCAINE-TETRACAINE 70-70 MG EX PTCH [76337],1 each,96.8
LIDOCAINE-TRANSPARENT DRESSING 4 % EX KIT [30183],5 kit,190.2
LIFESCREENFLOW AB CLASS I&II ,EACH,273.00
LIGATOR ENDOSCOPIC ,EACH,MarkUp
LIMB LENGTH STUDY ,EACH,270
LINDANE 1 % EX LOTN [4497],1  x 60 mL Bottle,410.6
LINDANE 1 % EX SHAM [4498],1  x 60 mL Bottle,410.6
LINER ACETABULAR ,EACH,MarkUp
LINER HUMERAL ,EACH,MarkUp
LINEZOLID 100 MG/5ML PO SUSR [28225],150 mL,4806
LINEZOLID 2 MG/ML IV CUSTOM UF [402785],300 mL,270.90
LINEZOLID 600 MG PO TABS [28224],1 each,612.30
LINEZOLID 600 MG PO TABS [28224],1 each,551.10
LINEZOLID 600 MG/300ML IV SOLN [166709],1  x 300 mL Flex Cont,270.90
LINEZOLID 600 MG/300ML IV SOLN [166709],1  x 300 mL Flex Cont,281.00
LINEZOLID CONC. ,EACH,160.00
LIOTHYRONINE SODIUM 25 MCG PO TABS [4504],1 each,9.10
LIOTHYRONINE SODIUM 5 MCG PO TABS [10443],1 each,7.00
LIOTHYRONINE SODIUM 50 MCG PO TABS [4505],1 each,13.90
LIPASE ,EACH,47.00
LIPID PANEL ,EACH,91.00
LIPOPROTEIN-A ,EACH,42.00
LIPOPRT ASSOC PHOSPHOLIPASE A2 ,EACH,220.00
LIRAGLUTIDE 18 MG/3ML SC SOPN [156148],1  x 3 mL Pen,1044.5
LIRAGLUTIDE 18 MG/3ML SC SOPN [156148],1  x 3 mL Pen,1044.5
LISDEXAMFETAMINE DIMESYLATE 20 MG PO CAPS [89783],1 each,35.4
LISDEXAMFETAMINE DIMESYLATE 30 MG PO CAPS [81474],1 each,35.4
LISINOPRIL 10 MG PO TABS [10449],1 each,3
LISINOPRIL 2.5 MG PO TABS [13089],1 each,3
LISINOPRIL 20 MG PO TABS [4526],1 each,3.1
LISINOPRIL 40 MG PO TABS [10450],1 each,4.5
LISINOPRIL 40 MG PO TABS [10450],1 each,3
LISINOPRIL 5 MG PO TABS [10451],1 each,3
LISINOPRIL 5 MG PO TABS [10451],1 each,3
LISINOPRIL 5 MG PO TABS [10451],1 each,3
LITHIUM ,EACH,45
LITHIUM 8 MEQ/5ML PO SOLN [159035],500 mL,540
LITHIUM 8 MEQ/5ML PO SOLN UD 5 ML [404184],1  x 5 mL Cup,3
LITHIUM CARBONATE 150 MG PO CAPS [4528],1 each,3
LITHIUM CARBONATE 300 MG PO CAPS [4529],1 each,3
LITHIUM CARBONATE ER 300 MG PO TBCR [10454],1 each,3
LITHIUM CARBONATE ER 450 MG PO TBCR [10455],1 each,3.00
LITHOTRIPTER CATHETER-EHL ,EACH,1204
LIVER CYTOSOL AUTOANTIBODIES ,EACH,254.00
LIVER CYTOSOLIC AG AB IFF LC-1 ,EACH,254
LIVER ELASTOGRAPHY ,EACH,570
LIVER HEMANGIOMA/SPECT ,EACH,"2,000.00"
LIVER IMAGING (SPECT) ,EACH,2000
LIVER IMAGING-STATIC ONLY ,EACH,"1,715.00"
LIVER SPECT W/FLOW HEMANGIOMA ,EACH,"1,400.00"
LIVER SURGERY PROCEDURE ,EACH,"1,790.00"
LIVER-KIDNEY-MICROSOME AB IGG ,EACH,33
LOCAL ANESTHESIA ,EACH,140
LOCK CRADLE ,EACH,MarkUp
LODGING PER DAY ,EACH,38
LOMUSTINE 10 MG PO CAPS [10459],1 each,327.50
LOMUSTINE 100 MG PO CAPS [10460],1 each,"3,616.30"
LOMUSTINE 40 MG PO CAPS [10461],1 each,1310.1
LONG ARM ADULT SC ,EACH,370
LONG ARM PEDS SC ,EACH,224.00
LONG CHAIN FAT ACIDS ,EACH,250
LONG GI TUBE PLACEMENT ,EACH,580
LONG LEG ADULT SC ,EACH,545
LONG LEG PEDS SC ,EACH,408
LONG LEG WB ADULT SC ,EACH,625
LONG LEG WB PED SC ,EACH,469
LOOP SNARE KIT ,EACH,875
LOPERAMIDE HCL 1 MG/5ML PO LIQD [4561],118 mL,16.7
LOPERAMIDE HCL 1 MG/5ML PO LIQD UD [404023],1  x 5 mL Cup,5.4
LOPERAMIDE HCL 1 MG/7.5 ML PO LIQD UD SH [409186],1 cup,3
LOPERAMIDE HCL 1 MG/7.5ML PO LIQD [42219],120 mL,10.5
LOPERAMIDE HCL 2 MG PO CAPS [4560],1 each,3
LOPERAMIDE HCL 2 MG PO TABS [4562],1 each,3.00
LOPERAMIDE HCL 2 MG/10ML PO LIQD UD SH [402450],1 cup,3
LOPERAMIDE HCL 2 MG/15 ML PO LIQD UD SH [409187],1 cup,3.00
LOPINAVIR-RITONAVIR 100-25 MG PO TABS [88806],1 each,15.4
LOPINAVIR-RITONAVIR 200-50 MG PO TABS [43391],1 each,30.8
LOPINAVIR-RITONAVIR 400-100 MG/5ML PO SOLN [28929],160 mL,1843.7
LORATADINE 10 MG PO TABS [10466],1 each,3
LORATADINE 10 MG PO TABS [10466],1 each,3.00
LORATADINE 10 MG PO TABS [10466],1 each,3
LORATADINE 5 MG/5ML PO SYRP [76472],120 mL,25.6
LORATADINE-PSEUDOEPHEDRINE ER 5-120 MG PO TB12 [27520],1 each,3
LORAZEPAM 0.5 MG PO TABS [4572],1 each,3.00
LORAZEPAM 1 MG PO TABS [4573],1 each,3
LORAZEPAM 1 MG PO TABS [4573],1 each,3
LORAZEPAM 1 MG/0.5ML PO CONC UD [402640],1 Syringe,3.00
LORAZEPAM 2 MG/ML IJ SOLN [10467],1 mL,22
LORAZEPAM 2 MG/ML IJ SOLN [10467],1  x 1 mL Crtrdg-NDL,17.4
LORAZEPAM 2 MG/ML IJ SOLN [10467],1  x 1 mL Vial,10.9
LORAZEPAM 2 MG/ML IJ SOLN CUSTOM [403318],1  x 1 mL Vial,9
LORAZEPAM 2 MG/ML IJ SOLN CUSTOM [403318],10 mL,57.20
LORAZEPAM 2 MG/ML IJ SOLN CUSTOM [403318],1  x 1 mL Vial,12.4
LORAZEPAM 4 MG/ML IJ SOLN [10468],10 mL,76.7
LOSARTAN PO LIQD 2.5 MG/ML [402080],800 mL,259.20
LOSARTAN POTASSIUM 25 MG PO TABS [14823],1 each,5.1
LOSARTAN POTASSIUM 50 MG PO TABS [14824],1 each,7.10
LOTEPREDNOL ETABONATE 0.5 % OP SUSP [22710],1  x 10 mL Bottle,1614.6
LOVASTATIN 10 MG PO TABS [10469],1 each,4.90
LOVASTATIN 10 MG PO TABS [10469],1 each,4
LOVASTATIN 20 MG PO TABS [10470],1 each,8.80
LOVASTATIN ER 20 MG PO TB24 [33182],1 each,92.00
LOVASTATIN ER 40 MG PO TB24 [33183],1 each,92
LOVASTATIN ER 60 MG PO TB24 [33184],1 each,84.4
LOW EXT VEN DUPLEX UNILAT/LTD ,EACH,735
LOW EXT VEN INSUFF UNILAT/LTD ,EACH,735.00
LOW MOL WGT HEPARIN ,EACH,80.00
LOW OSMOL CNTRST 150-199 MG/ML ,EACH,2
LOW OSMOL CNTRST 200-249 MG/ML ,EACH,15
LOW OSMOL CNTRST 200-249 MG/ML ,EACH,15
LOW OSMOL CNTRST 300-349 MG/ML ,EACH,3
LOW OSMOL CNTRST 300-349 MG/ML ,EACH,2
LOW OSMOL CNTRST 400 UP MG/ML ,EACH,10.00
LOWER EXT ART W/DIGITS ,EACH,475
LOWER EXT SEGMENTAL ART ,EACH,475
LOXAPINE SUCCINATE 10 MG PO CAPS [4599],1 each,3.9
LOXAPINE SUCCINATE 25 MG PO CAPS [4600],1 each,5.8
LOXAPINE SUCCINATE 5 MG PO CAPS [4601],1 each,3.00
LP G-TUBE ,EACH,325
LR 1000ML ,EACH,80.00
LSO 2 SHELL LINED PREFAB ,EACH,"2,395.00"
LSO ANT-POST PANELS ,EACH,770
LSO POSTERIOR PANELS ,EACH,423
LT HEART CATH W/BYP GRFT/INT MAMM ,EACH,11750
LUBIPROSTONE 24 MCG PO CAPS [70472],1 each,22.30
LUBRICANT VIPERSLIDE ,EACH,285
LUBRIFRESH P.M. OP OINT [21064],1  x 3.5 g Tube,19.5
LUMBAR SPINE 1V ,EACH,265.00
LUMBAR SPINE MIN 4V ,EACH,460
LUMBARCOOL RF KIT ,EACH,2350
LUMINEX AB SPEC BEAD CLASS II ,EACH,815
LUMINEXX STENT ,EACH,2905
LUNDERQ .035X300 CM DC XTRA STIFF WIRE ,EACH,295
LUNG PERF&VENTILAT DIFERENTL ,EACH,2150
LUNG PERFUSION DIFFERENTIAL ,EACH,1495
LUNG VENTILAT&PERFUS IMAGING ,EACH,2150
LUNG VENTILATION IMAGING ,EACH,1495
LUNGS & PLEURA PROC UNLISTED ,EACH,2505
LUPUS COMPLX C3 COMPLEMENT ,EACH,21
LUPUS COMPLX C4 COMPLEMENT ,EACH,21
LURASIDONE HCL 20 MG PO TABS [128138],1 each,146.90
LURASIDONE HCL 40 MG PO TABS [141875],1 each,146.90
LVAD HRTWR IDE#G090243 ,EACH,MarkUp
LVIS STENT HDE#H130005 ,EACH,19330
LYME AB WBLOT ,EACH,38
LYME DISEASE ANTIBODY ,EACH,105
LYMPHANGIO EXTREMITY UNIL ,EACH,870
LYMPHATICS/LYMPH GLANDS IMAG ,EACH,1615
LYMPHOCYTE PROLIFERATION STUDY ,EACH,234.00
"LYMPHOCYTE,ANTI-THYMO IMM GLOB 50 MG/ML IV INJ [10475]",5 mL,8091.3
LYMPHOCYTOTOXICITY ASSAY ,EACH,379
LYSE CHEST FIBRIN INIT DAY ,EACH,1770
LYSOZYME (MURAMIDASE) SERUM ,EACH,40
M/PHMTRC MULTIPLEX PROBE EA ,EACH,491
MAC DOUBLE LUMEN ACCESS KIT ,EACH,530
MACITENTAN 10 MG PO TABS [153706],1 each,1083.6
MAFENIDE ACETATE 5 % EX PACK [23233],1 each,699.30
MAFENIDE ACETATE 85 MG/GM EX CREA [10478],1  x 453.6 g Jar,"1,501.00"
MAFENIDE ACETATE 85 MG/GM EX CREA [10478],1  x 113.4 g Tube,418.8
MAG ANTIBODY - IGM ADDTL ,EACH,44
MAG ANTIBODY - IGM ELISA ,EACH,44
MAGGOTS BIOBAG 100 ,EACH,1355
MAGGOTS BIOBAG 200 ,EACH,1390
MAGGOTS BIOBAG 300 ,EACH,1454
MAGGOTS BIOBAG 400 ,EACH,1520
MAGGOTS BIOBAG 50 ,EACH,1325
MAGGOTS PER VIAL ,EACH,683
MAGNESIUM ,EACH,45
MAGNESIUM ,EACH,45.00
MAGNESIUM CHLORIDE 200 MG/ML IJ SOLN [4709],50 mL,92.6
MAGNESIUM CHLORIDE 200 MG/ML IJ SOLN [4709],50 mL,92.60
MAGNESIUM CITRATE ,EACH,20
MAGNESIUM CITRATE 1.745 GM/30ML PO SOLN [4711],1  x 296 mL Bottle,4.5
MAGNESIUM CITRATE 1.745 GM/30ML PO SOLN [4711],1  x 296 mL Bottle,4.50
MAGNESIUM HYDROXIDE 2400 MG/10ML PO SUSP [100908],100 mL,14.70
MAGNESIUM HYDROXIDE 2400 MG/10ML PO SUSP UD [402099],1 cup,3
MAGNESIUM LACTATE 84 MG (7MEQ) PO TBCR [4715],1 each,3
MAGNESIUM OXIDE 200 MG PO TAB (INPATIENT) [400712],1 each,3.00
MAGNESIUM OXIDE 200 MG PO TAB (INPATIENT) [400712],1 each,3
MAGNESIUM OXIDE 400 (241.3 MG) MG PO TABS [89740],1 each,3
MAGNESIUM OXIDE 400 (241.3 MG) MG PO TABS [89740],1 each,3
MAGNESIUM SULFATE 20 GM/500ML IV SOLN [163854],1  x 500 mL Flex Cont,40.5
MAGNESIUM SULFATE 4 GM/50ML IV SOLN [163856],1  x 50 mL Flex Cont,47.8
MAGNESIUM SULFATE 40 GM/1000ML IV SOLN [163855],1  x 1000 mL Flex Cont,54.00
MAGNESIUM SULFATE 50 % IJ SOLN [4720],20 mL,46.60
MAGNESIUM SULFATE 50 % IJ SOLN [4720],50 mL,103.1
MAGNESIUM SULFATE 50 % IJ SOLN [4720],1  x 2 mL Vial,10.30
MAGNESIUM SULFATE 50 % IJ SOLN [4720],1  x 10 mL Vial,11.30
MAGNESIUM SULFATE 50 % IJ SOLN [4720],1  x 10 mL Vial,14.30
MAGNESIUM SULFATE 50 MG/ML REPACKAGED FOR TPN [403320],50 mL,9
MAGNESIUM SULFATE GRANULES TOPICAL CUSTOM UF [405919],1  x 454 g Box,4.10
MAGNESIUM SULFATE IN D5W 20 GM/250 ML IV SOLN [400701],1  x 250 mL Bag,110.80
MAGNESIUM SULFATE IN D5W 2-5 GM/50 ML-% IV SOLN [400860],1  x 50 mL Flex Cont,36.50
MAGNESIUM SULFATE IN D5W 4-5 GM/50 ML-% IV SOLN [403191],1  x 50 mL Flex Cont,41.4
MAGNESIUM SULFATE IN D5W 6-5 GM/50 ML-% IV SOLN [400590],1  x 50 mL Flex Cont,50.80
MAGNESIUM SULFATE IN SW 2 G/50 ML IVPB UF [403822],1  x 50 mL Flex Cont,87.20
MAGNESIUM SULFATE IN SW 2 G/50 ML IVPB UF [403822],1  x 50 mL Flex Cont,93.1
MAGNESIUM SULFATE PO LIQD 500 MG/ML [402083],50 mL,5.90
MAGNESIUM URINE ,EACH,22.00
MAGNESIUM-URINE (RANDOM) ,EACH,45
MAGNET ,EACH,1025
MALARIA ANTIBODY TOTAL ,EACH,117
MALARIAL PARASITES ,EACH,41.00
MAMM DUCT GALACT 1 DUCT S&I ,EACH,715
MAMMOGRAM BILAT DIGITAL ,EACH,430
MANDIBLE X-RAY ,EACH,460.00
MANIP CHEST WALL INITIAL ,EACH,280.00
MANIP CHEST WALL SUBSEQ ,EACH,150.00
MANIPULATOR UTERINE ,EACH,MarkUp
MANNITOL 20 % IV SOLN [4749],1  x 500 mL Flex Cont,250.70
MANNITOL 25 % IV SOLN [4750],50 mL,14.40
MANNITOL 25 % IV SOLN [4750],1  x 50 mL Vial,14.40
MANNITOL 25 % IV SOLN [4750],1  x 50 mL Vial,28.90
MANUAL CELL COUNT RED WHITE PLATELETS ,EACH,29
MANUAL TRACTION/THERAPY 15 MIN ,EACH,110.00
