Facility,Description - UPPERCASE,Unit Price
Cooper Service Area,IMPLANT EXT PIECE 100MM GMRS DIST FEM [6495-6-100],"$15,659.68"
Cooper Service Area,IMPLANT EYELID GOLD 0.8 GRAM  [LL3008],"$1,285.25"
Cooper Service Area,IMPLANT EYELID GOLD 1.0 GRAM  [LL3010],"$1,382.25"
Cooper Service Area,IMPLANT EYELID GOLD 1.2 GRAM  [LL3012],"$1,333.75"
Cooper Service Area,IMPLANT EYELID GOLD 1.8 GRAM  [LL3018],"$1,673.25"
Cooper Service Area,IMPLANT EYELID PLATINUM 1.4GM  [LL5014],"$2,182.50"
Cooper Service Area,IMPLANT FAST FIX 360 ULTRA CRVD DLV SYS [72202468],"$2,257.97"
Cooper Service Area,IMPLANT FAST-FIX 360 RVRS CRVD  [72202469],"$2,257.97"
Cooper Service Area,IMPLANT FAST-FIX 360 STR  [72202467],"$2,257.97"
Cooper Service Area,IMPLANT FEM 67.5MM PS  [183130],"$9,215.00"
Cooper Service Area,IMPLANT FEM 72.5MM RT INTERLOK VANGUARD PS OPEN BX [183113],"$9,215.00"
Cooper Service Area,IMPLANT FEM 75MM RT INTERLOK VANGUARD PS OPEN BX [183114],"$9,215.00"
Cooper Service Area,IMPLANT FEM CEMENTD SZ 2 RT POST STAB [196050200],"$5,335.00"
Cooper Service Area,IMPLANT FEM CEMENTD SZ 3 RT POST STAB [196050300],"$5,335.00"
Cooper Service Area,IMPLANT FEM CEMENTD SZ 4N L POST STAB [196040450],"$5,335.00"
Cooper Service Area,IMPLANT FEM CEMENTD SZ 5 RT SIGMA TC3 [960090],"$28,353.10"
Cooper Service Area,IMPLANT FEM CMNTD TC3 SZ 5 LT  [960084],"$28,353.10"
Cooper Service Area,IMPLANT FEM CR NRW SZ 5N RT CMNTD ATTUNE [1504-00-225],"$9,215.00"
Cooper Service Area,IMPLANT FEM HD 22MM +0MM 12/14 TPR [00801802202],"$2,182.50"
Cooper Service Area,IMPLANT FEM HD 36MM +0MM C-TPR BIOLOX DELTA CRMC C-TPR [18-3600],"$4,122.50"
Cooper Service Area,IMPLANT FEM HD W/O CARTILAGE  [1005-14],"$4,777.25"
Cooper Service Area,IMPLANT FEM POST STAB SZ 2 RT CMNTD [1504-10-202],"$9,215.00"
Cooper Service Area,IMPLANT FEM POST STAB SZ 2.5 SIGMA CEMENTED RIGHT [196050250],"$5,335.00"
Cooper Service Area,IMPLANT FEM POST STAB SZ 5 NONPOROUS [KFPSNP50],"$6,668.75"
Cooper Service Area,IMPLANT FEM PS 65MM LT TI VANGUARD [CP113639],"$40,740.00"
Cooper Service Area,IMPLANT FEM PS 65MM RT TI VANGUARD [CP113638],"$40,740.00"
Cooper Service Area,IMPLANT FEM PS SZ 1 NONPOROUS [KFPS-NP10],"$6,668.75"
Cooper Service Area,IMPLANT FEM SIGMA PS CEM SZ 4  [196050400],"$5,335.00"
Cooper Service Area,IMPLANT FEM STM 12/14 TPR SZ 6 HI 127MM SUMMIT [1570-13-120],"$7,760.00"
Cooper Service Area,IMPLANT FEM SZ 6 LEFT NONPOROUS [KFTC-NP6L],"$8,172.25"
Cooper Service Area,IMPLANT FEM SZ 6 LT POST STAB CMNTD [1960-40-600],"$5,335.00"
Cooper Service Area,IMPLANT FEM SZ 6 RIGHT NONPOROUS [KFTC-NP6R],"$8,172.25"
Cooper Service Area,IMPLANT FEM TC3 SZ 1.5 LT CMNTD [96-0085],"$28,353.10"
Cooper Service Area,IMPLANT FEM VEIN 9-11MMX27CM  [V060],"$31,525.00"
Cooper Service Area,IMPLANT FEMALE SZ 10 MONT THYROPLASTY [MTF10],"$1,784.80"
Cooper Service Area,IMPLANT FEMALE SZ 6 MONT THYROPLASTY [MTF06],"$1,784.80"
Cooper Service Area,IMPLANT FEMALE SZ 7 MONT THYROPLASTY [MTF07],"$1,784.80"
Cooper Service Area,IMPLANT FEMALE SZ 8 MONT THYROPLASTY [MTF08],"$1,784.80"
Cooper Service Area,IMPLANT FEMALE SZ 9 MONT THYROPLASTY [MTF09],"$1,784.80"
Cooper Service Area,IMPLANT FEMORAL 16.0X152MM TAPERLOC POR COAT [103215],"$11,155.00"
Cooper Service Area,IMPLANT FEMORAL TC3 SZ 3 LEFT CEMENTED [960083],"$28,353.10"
Cooper Service Area,IMPLANT FEMUR QD MOD CMPR RT  [CP0001406],"$55,775.00"
Cooper Service Area,IMPLANT FINGER JOINT FLEXSPAN  [4700002],"$7,027.65"
Cooper Service Area,IMPLANT FINGER JOINT SZ 4  [G470-0004],"$5,427.15"
Cooper Service Area,IMPLANT FLEX SHLDR RVRS TY +6 CENTERED [DWF501],"$6,790.00"
Cooper Service Area,IMPLANT GAMMA-BSM 10CC  [76-6010],"$10,185.00"
Cooper Service Area,IMPLANT GLENOID METAGLENE CEMENTLESS [1307-60-000],"$5,820.00"
Cooper Service Area,IMPLANT GLENOID S30 CORTILOC PEGGED [DWE401],"$5,092.50"
Cooper Service Area,IMPLANT GLENOID STD 38MM  [1307-60-138],"$8,730.00"
Cooper Service Area,IMPLANT GLENOSPHERE 36MM  [115310],"$6,062.50"
Cooper Service Area,IMPLANT GLND AQLS PERFORM CORTILOC PEG L40 [DWE421],"$5,092.50"
Cooper Service Area,IMPLANT GRIP SM DELL-MILES TROCH W/2 CBL [6704-3-070],"$5,053.70"
Cooper Service Area,IMPLANT HD +8.5 28MM 12/14 TPR BIOLOX DLT CRMC FEM [1365-28-330],"$4,122.50"
Cooper Service Area,IMPLANT HD 11/13 TPR 28MM +12 S-ROM FEM [52-2030],"$2,182.50"
Cooper Service Area,IMPLANT HD 11/13 TPR 32MM +6 S-ROM FEM [52-2033],"$2,182.50"
Cooper Service Area,IMPLANT HD 28MM +0 11/13 TPR BIOLOX DELTA CERAMIC FEM [1365-28-210],"$4,122.50"
Cooper Service Area,IMPLANT HD 36MM SZ 36 ANTM C TPR FEM OFST -5 [06-3699],"$2,182.50"
Cooper Service Area,IMPLANT HD 43 X 16 AEQUALIS RESURFACING [DWD804],"$19,967.45"
Cooper Service Area,IMPLANT HD 44X21MM GLBL UNITE ECCENTRIC HUM [1100-44-620],"$5,577.50"
Cooper Service Area,IMPLANT HD 48 X 18 RSRFC AQLS  [DWD806],"$19,967.45"
Cooper Service Area,IMPLANT HD AQLS RSRFC 37X13.5  [DWD801],"$19,967.45"
Cooper Service Area,IMPLANT HD CNDRL TI  [04.449.000],"$8,676.60"
Cooper Service Area,IMPLANT HD C-TAPER  [S-1400-HH82],"$2,182.50"
Cooper Service Area,IMPLANT HD C-TPR 26MM +5 LFIT LO FRICTION ION TX [06-2605],"$2,182.50"
Cooper Service Area,IMPLANT HD GLBL UNITE 44X15 STD [110044500],"$5,577.50"
Cooper Service Area,IMPLANT HD HUM 44X18MM ECCENTRIC [1100-44-610],"$5,577.50"
Cooper Service Area,IMPLANT HD HUM 50X16MM AEQUALIS [DWF150],"$5,577.50"
Cooper Service Area,IMPLANT HD MOD 42MMX18MMX46MM W/ VAR OFST [113032],"$4,850.00"
Cooper Service Area,IMPLANT HD RSRFC 52X23 AQLS  [DWD810],"$19,967.45"
Cooper Service Area,IMPLANT HD STB HUM 51X20MM  [DWG052],"$5,577.50"
Cooper Service Area,IMPLANT HEAD  32MM + 3 NK TY 1 TPR BIOLOX-DELTA MOD CERAMIC [12-115116],"$4,122.50"
Cooper Service Area,IMPLANT HEAD 10 X 20MM  [11-210022],"$8,172.25"
Cooper Service Area,IMPLANT HEAD 10 X22MM  [11-210031],"$8,172.25"
Cooper Service Area,IMPLANT HEAD 22MM LFT RADL PROS [TR-H220L-S],"$15,204.75"
Cooper Service Area,IMPLANT HEAD 28MM +1.5 12/14 TPR BIOLOX DLT CERM FEM [136528310],"$4,122.50"
Cooper Service Area,IMPLANT HEAD 28MM TY 16/18 TPR BIOLOX DELTA OPTION CERAMIC [650-1055],"$4,122.50"
Cooper Service Area,IMPLANT HEAD 32MM DIA STD NK TP 1 TPR BIOLOX-DELTA MOD [12-115115],"$4,122.50"
Cooper Service Area,IMPLANT HEAD 40X15MM GLBL UNITE ECNTRC HUM [1100-40-600],"$5,577.50"
Cooper Service Area,IMPLANT HEAD 42MM +16MM STB HUM FR [DWG043],"$5,577.50"
Cooper Service Area,IMPLANT HEAD 46 X 17 35MM RESURFACING COCR + TI + HAP [DWD805],"$19,967.45"
Cooper Service Area,IMPLANT HEAD 48MMX20MM STB HUM FLEX SHOULDER [DWG150],"$5,577.50"
Cooper Service Area,IMPLANT HEAD 6 DEG 28MM 10.5MM NECK LENGTH [00902602935],"$2,182.50"
Cooper Service Area,IMPLANT HEAD BIOLOX 36X2.5MM C-TPR FEM DLT CRMC [18-36-3],"$4,122.50"
Cooper Service Area,IMPLANT HEAD BIOLOX DLT CRMC C-TPR FEM [18-36-5],"$4,122.50"
Cooper Service Area,IMPLANT HEAD COCR 32MM OD -3 12/14 TPR FEM [71303203],"$2,579.62"
Cooper Service Area,IMPLANT HEAD ENDO II MOD ENDO  [12-139020],$970.00
Cooper Service Area,IMPLANT HEAD GLBL UNITE 48X15 STD [110048500],"$5,577.50"
Cooper Service Area,IMPLANT HEAD HUM 39MMX13MM  [DWG139],"$5,577.50"
Cooper Service Area,IMPLANT HEAD HUM 44X18MM  [7122881],"$10,427.50"
Cooper Service Area,IMPLANT HEAD HUM 44X21MM  [7122882],"$10,427.50"
Cooper Service Area,IMPLANT HEAD HUM 45/15  [DWG045],"$5,577.50"
Cooper Service Area,IMPLANT HEAD MLD 60MM W/ INS REINF STG 1 SLCT HP SPCR [431184],"$4,668.13"
Cooper Service Area,IMPLANT HEAD MOD 40MM  [S001140],"$4,122.50"
Cooper Service Area,IMPLANT HEAD MOD ENDO 40MM UNITRAX [6942-5-040],"$1,455.00"
Cooper Service Area,IMPLANT HEAD MODULAR CATHCART UNIPOLAR 54 [1363-54-000],"$2,182.50"
Cooper Service Area,IMPLANT HEAD V40 FEM BIOLOX DLT CRMC [1601-09127],"$11,155.00"
Cooper Service Area,IMPLANT HI XLNK SZ E F 14MM PROLONG LPS FLX ARTCSUUF [00596203214],"$3,637.50"
Cooper Service Area,IMPLANT HINGE KN BSHNG ROT STD LIMERICK [6485-2-460],"$1,582.80"
Cooper Service Area,IMPLANT HIP 11.0 X 142MM MOD TPR FEM POR COAT [103205],"$11,155.00"
Cooper Service Area,IMPLANT HIP 12.5X145MM MOD TPR FEM POR COAT [103206],"$11,155.00"
Cooper Service Area,IMPLANT HND 26CM TNDN HNTR ACT  [ATPC2640],"$9,190.75"
Cooper Service Area,IMPLANT HNG SZ SM THKNS 11MM KINEMATIC ROT KN [6485-4-111],"$7,809.23"
Cooper Service Area,IMPLANT HOOK 8MM LAMINA WIDE RELINE-O [10200004],"$4,491.10"
Cooper Service Area,IMPLANT HP NK LGTH ADPR +6MM REINF STG 1 SLCT HP SPCR [431187],"$1,173.70"
Cooper Service Area,IMPLANT HP SYS CNTRLZR 13MM VERSYS [7859-13],$315.25
Cooper Service Area,IMPLANT HP SYS CNTRLZR 14MM VERSYS [7859-14],$315.25
Cooper Service Area,IMPLANT HPRFR FEM SZ 3 LM/RL UNICONDYLAR CMNTD [1024-07-300],"$9,215.00"
Cooper Service Area,IMPLANT HTO IBALANCE LG 5 DEG  [AR-13400L-05],"$9,215.00"
Cooper Service Area,IMPLANT HUM HD 52X19MM AEQUALIS FLEX 1.5 [DWF052],"$5,577.50"
Cooper Service Area,IMPLANT HUM HD 52X19MM H4 AEQUALIS ASCEND FLEX [DWF152],"$5,577.50"
Cooper Service Area,IMPLANT HUM HEAD STB 48 X 18MM  [DWG049],"$5,577.50"
Cooper Service Area,IMPLANT HUM HEAD SZ 40 X 18MM  [1128-40-010],"$5,577.50"
Cooper Service Area,IMPLANT HUM MONOBLOC 1 DIA 8 STD CMNTD [130708100],"$15,035.00"
Cooper Service Area,IMPLANT HUMERAL 36MM METAPHYSIS CEMENTD [DWB960],"$12,315.85"
Cooper Service Area,IMPLANT INSERT RVRS 9X36MM THK ANG B [DWF362B],"$3,880.00"
Cooper Service Area,IMPLANT INTCHN HUM ASMB REG 8IN LNG FLNG [32810503608],"$26,357.33"
Cooper Service Area,IMPLANT INTERSPACE KNEE SPACER  [SPK0222],"$20,321.50"
Cooper Service Area,IMPLANT IPG 16 CHNL PROT G MRI RECHARGBL [3771],"$140,140.75"
Cooper Service Area,IMPLANT KINEMATIC ROT HNG KN  [6485-2-011],"$7,863.16"
Cooper Service Area,IMPLANT KN FEM SZ 3 LT  [00599601551],"$9,215.00"
Cooper Service Area,IMPLANT KN SZ C D 12MM POST STABILZD XLNKD PE ARTCSURF  HT [00596203012],"$3,637.50"
Cooper Service Area,IMPLANT KN SZ E F 10MM POST STABILZD XLNKD PE ARTCSURF  HT [00596203210],"$3,637.50"
Cooper Service Area,IMPLANT KNEE LPS SZ E F 17MM  [00596204017],"$3,637.50"
Cooper Service Area,IMPLANT KNEE ROT HINGE 11MM SM KINEMATIC [6485-2-111],"$7,863.16"
Cooper Service Area,IMPLANT LEGION XLPE SZ 5-6 DISHED ARTICULR [71453286],"$5,739.78"
Cooper Service Area,IMPLANT LFIT ANTM 36MM +7.5MM C-TPR FEM OFST [06-3675],"$2,182.50"
Cooper Service Area,IMPLANT LFT MEDIAL MENISCUS  [28225002],"$23,037.50"
Cooper Service Area,IMPLANT LG BB-TAK  [AR-8970-09],$654.75
Cooper Service Area,IMPLANT LG10D/ XL 9D HTO IBALANCE [AR-13400L-10],"$9,215.00"
Cooper Service Area,IMPLANT LGMNT PTLR BISC FRZN  [1166-14],"$10,364.45"
Cooper Service Area,IMPLANT LINER +4 NTRL 36X56MM PINNACLE ALTRX PE ACETABULR [1221-36-456],"$3,880.00"
Cooper Service Area,IMPLANT LINER RINGLOC 28MML ACETABULR HI-WAL [XL-105904],"$4,365.00"
Cooper Service Area,IMPLANT LMH SZ 3  [62101003],"$23,415.80"
Cooper Service Area,IMPLANT LONG DRIVER 3.0MM  [25008],$295.85
Cooper Service Area,IMPLANT LPS DIST SZ 2 XSM LT CMPNT [1987-13-111],"$56,627.15"
Cooper Service Area,IMPLANT LPS-FLEX FEM SZ D-LT GSF OPTION [00596801551],"$14,550.00"
Cooper Service Area,IMPLANT LPT REG GREAT TOE SZ 3  [487S003],"$5,910.94"
Cooper Service Area,IMPLANT LRGCUSTOM  [5444-0300],"$58,200.00"
Cooper Service Area,IMPLANT LT ADD ON CONDYLE RECONSTRUCTED [01-2691],"$14,700.35"
Cooper Service Area,IMPLANT LT MNDB RT MXL 16MM HEMI [224-0034],"$6,930.65"
Cooper Service Area,IMPLANT LUX AND MODELS  [CP-1955],"$72,750.00"
Cooper Service Area,IMPLANT MALAR EXT CONTOURED LT  [9513],"$2,318.30"
Cooper Service Area,IMPLANT MALAR EXT CONTOURED RT  [9514],"$2,318.30"
Cooper Service Area,IMPLANT MALE SZ 10 MONT THYROPLASTY [MTM10],"$1,784.80"
Cooper Service Area,IMPLANT MALE SZ 11 MONT THYROPLASTY [MTM11],"$1,784.80"
Cooper Service Area,IMPLANT MALE SZ 12 MONT THYROPLASTY [MTM12],"$1,784.80"
Cooper Service Area,IMPLANT MALE SZ 8 MONT THYROPLASTY [MTM08],"$1,818.75"
Cooper Service Area,IMPLANT MALE SZ 9 MONT THYROPLASTY [MTM09],"$1,818.75"
Cooper Service Area,IMPLANT MATRIX BN CLLR 10CC  [BL-1500-003],"$17,654.00"
Cooper Service Area,IMPLANT MATRIX BN CLLR 1CC  [BL-1500-001],"$2,279.50"
Cooper Service Area,IMPLANT MATRIX BN CLLR 5CC  [BL-1500-002],"$9,894.00"
Cooper Service Area,IMPLANT MATRIX BN CLLR MED 5CC VIVEN [BL-1600-002],"$11,872.80"
Cooper Service Area,IMPLANT MD ANG  [45301013],"$3,516.25"
Cooper Service Area,IMPLANT MED LT FOSSA  [24-6561],"$22,523.40"
Cooper Service Area,IMPLANT MED RT FOSSA  [24-6560],"$22,523.40"
Cooper Service Area,IMPLANT MEDPOR 3D TITAN  [81042],"$11,567.25"
Cooper Service Area,IMPLANT MEDPOR CSTM AUGMENTATN  [5444-0-610],"$36,375.00"
Cooper Service Area,IMPLANT MEMBR MEM-LOK 20X30MM RESORBABLE COLLAGEN [RCM-ML2030],$505.61
Cooper Service Area,IMPLANT MNDB MD TRUMATCH MDFC MNDB TI 3D PRNT [SD980.108],"$69,355.00"
Cooper Service Area,IMPLANT MOD 10.0X140MM FEM POR COAT TAPERLOC [103204],"$11,155.00"
Cooper Service Area,IMPLANT MOD 13.5X147MM RT FEM TAPERLOC POR COAT [103207],"$11,155.00"
Cooper Service Area,IMPLANT MOD CRMC HD BIOLOX DLT HP SYS STD NK [12-115121],"$4,122.50"
Cooper Service Area,IMPLANT MOD STEM 13MMX30MM CMNTD P.F.C. [866401],"$4,777.25"
Cooper Service Area,IMPLANT MOD TAPERLOC 9.0X137MM FEM POR COAT [103203],"$11,155.00"
Cooper Service Area,IMPLANT MODEL CRNL PT SPC .434 PEEK W/ SKULL MODEL [SD800.434],"$40,941.52"
Cooper Service Area,IMPLANT MODEL CRNL PT SPC .526 PEEK W/ SKULL MODEL [SD800.526],"$37,054.49"
Cooper Service Area,IMPLANT MODEL CRNL PT SPC .534 PEEK W/ SKULL MODEL [SD800.534],"$43,466.67"
Cooper Service Area,IMPLANT MODEL CRNL PT SPC .544 PEEK W/ SKULL MODEL [SD800.544],"$52,132.89"
Cooper Service Area,IMPLANT MODEL MNDB ,"$9,731.77"
Cooper Service Area,IMPLANT MRS HUM MOD 9X115MM  [6487-3-115],"$18,717.36"
Cooper Service Area,IMPLANT NECK REPL MD 165MM  [71312244],"$23,861.71"
Cooper Service Area,IMPLANT NEUROSTIMU 16 CHANNEL IPG EON ANS [3716],"$77,551.50"
Cooper Service Area,IMPLANT NEUROSTIMU INTERSTIM MEDTRONIC [3023],"$48,015.00"
Cooper Service Area,IMPLANT NEXGEN SZ E F 10MM HGT COMP KN LEGACY POST STAB LPS [00596403210],"$3,637.50"
Cooper Service Area,IMPLANT NUCLEUS SIZE 2  [DWG402],"$21,340.00"
Cooper Service Area,IMPLANT NUCLEUS SZ 1  [DWG401],"$21,340.00"
Cooper Service Area,IMPLANT O DEG PE 36MM CDE D  [623-00-36D],"$4,365.00"
Cooper Service Area,IMPLANT OCULAR S 16 HYDROXTITE  [I00016S],"$4,001.25"
Cooper Service Area,IMPLANT OCULAR S 18 HYDROXTITE  [I00018S],"$4,001.25"
Cooper Service Area,IMPLANT OCULAR S 20 HYDROXTITE  [I00020S],"$4,001.25"
Cooper Service Area,IMPLANT OCULAR S 22 HYDROXTITE  [I00022S],"$4,001.25"
Cooper Service Area,IMPLANT OFST LAT 14 OR 25 MM  [39-LO-0120],"$3,307.70"
Cooper Service Area,IMPLANT ORBITAL 21MM SPHERE  [8703],"$2,725.70"
Cooper Service Area,IMPLANT OSS 13CM W/ SCREWS DIAPHYSEAL SEGMENT [150469],"$24,250.00"
Cooper Service Area,IMPLANT OSS IM STEM W/ SCR 15X90MM INTERLOCK [150363],"$7,789.10"
Cooper Service Area,IMPLANT OSS RS 51MM NON-MOD SHRT TIB BS [161016],"$15,711.58"
Cooper Service Area,IMPLANT OSS RS 7CM SEG FEM LT  [161012],"$29,100.00"
Cooper Service Area,IMPLANT OSS RS MOD PROX TIB  [161027],"$29,100.00"
Cooper Service Area,IMPLANT OSS RSRFC FEM 3CM LT  [150351],"$29,100.00"
Cooper Service Area,IMPLANT OSS STR IM STEM W/ SCR INTERLOCK [150445],"$8,482.65"
Cooper Service Area,IMPLANT OSSEOSPEED 3.0SX13MM  [24883],"$1,624.75"
Cooper Service Area,IMPLANT OSSEOSPEED 3.5S X 8MM TX [24930],"$1,624.75"
Cooper Service Area,IMPLANT OSSEOSPEED 3.5SX11MM  [24612],"$1,624.75"
Cooper Service Area,IMPLANT OSSEOSPEED 3.5SX17MM  [24615],"$1,624.75"
Cooper Service Area,IMPLANT OSSEOSPEED 3.5SX9MM  [24611],"$1,624.75"
Cooper Service Area,IMPLANT OSSEOSPEED 4.5X11MM  [24952],"$1,624.75"
Cooper Service Area,IMPLANT OSSEOSPEED 4.5X13MM  [24633],"$1,624.75"
Cooper Service Area,IMPLANT OSSEOSPEED 4.5X15MM  [24634],"$1,624.75"
Cooper Service Area,IMPLANT OSSEOSPEED TX 4.0 X 8  [24940],"$1,624.75"
Cooper Service Area,IMPLANT OSSEOSPEED TX 4.0 X 9  [24941],"$1,624.75"
Cooper Service Area,IMPLANT OSSEOSPEED TX 4.5X9MM  [24951],"$1,624.75"
Cooper Service Area,IMPLANT OSSEOSPEED TX 5.0X11MM  [24962],"$1,624.75"
Cooper Service Area,IMPLANT OSSEOSPEED TX 5.0X9MM  [24961],"$1,624.75"
Cooper Service Area,IMPLANT OSS-K 75MM MOD TIB BS POR COAT W/ PLUG [CP102515],"$28,954.50"
Cooper Service Area,IMPLANT PATELLA 34MM SERIES A  [184766],"$1,697.50"
Cooper Service Area,IMPLANT PATELLA 34MM SERIES A  [184766],"$2,027.30"
Cooper Service Area,IMPLANT PECTORAL LFT 190CC SIL ELSTMR TXTR [20132-150E],"$2,546.25"
Cooper Service Area,IMPLANT PECTORAL RT 190CC SIL ELSTMR TXTR [20132-150D],"$2,667.50"
Cooper Service Area,IMPLANT PEGGED GLENOID FR: M40  [DWE413],"$5,092.50"
Cooper Service Area,IMPLANT PEGGED GLENOID MOD S40  [DWE403],"$5,092.50"
Cooper Service Area,IMPLANT PEGGED GLENOID UHMWPE COCRM MODEL S35 [DWE402],"$5,092.50"
Cooper Service Area,IMPLANT PIN THRD TIP 1/8X2.5IN LNG STEINMANN [406669],$986.98
Cooper Service Area,IMPLANT PLANAR 6.5MM CANN  [45765004],$664.45
Cooper Service Area,IMPLANT PLANAR 7.5MM CANN  [45765005],$640.20
Cooper Service Area,IMPLANT PLUG ANCH 10MM W/ DRL SET W/ PIN INSRTR CMPR SEG [178400],"$5,068.25"
Cooper Service Area,IMPLANT PLUG ANCH 12MM W/ DRL SET W/ PIN INSRTR CMPR SEG [178402],"$5,068.25"
Cooper Service Area,IMPLANT PLVS W/ AUG SZ D TRIDENT CONED HEMI [C-M108-7-900],"$94,575.00"
Cooper Service Area,IMPLANT POST 2 HL MALE  [100400],"$1,694.11"
Cooper Service Area,IMPLANT POST AUG COMBO SZ5 4MM CMNTD [96-0906],"$4,816.05"
Cooper Service Area,IMPLANT PRODIGY MRI IPG STM  [3772],"$140,140.75"
Cooper Service Area,IMPLANT PROLARYN INJ GEL 1.0CC  [8602U0],"$3,031.25"
Cooper Service Area,IMPLANT PROLARYN PLUS 1CC INJ  [8044M0K5],"$3,031.25"
Cooper Service Area,IMPLANT PROTECTOR NERVE  [AG0340],"$11,979.50"
Cooper Service Area,IMPLANT PS OPN BX FEM 70MM LT VANGUARD INTERLOK [183132],"$9,215.00"
Cooper Service Area,IMPLANT PSI CSTM PEEK CRNL  [SD800.539],"$47,079.44"
Cooper Service Area,IMPLANT PSI PEEK  [SD800.510],"$38,529.32"
Cooper Service Area,IMPLANT P-STOP PLS 9X14MM SUBTALAR ARTHRODESIS [AR-4209B-14],"$8,487.50"
Cooper Service Area,IMPLANT PT SPC  [SD420.526],"$46,549.82"
Cooper Service Area,IMPLANT PT SPC CRANIAL PEEK W/ SKULL MODEL [SD800.541],"$51,171.38"
Cooper Service Area,IMPLANT PT SPC CRANIAL PEEK W/SKULL MODEL [SD800.519],"$34,649.13"
Cooper Service Area,IMPLANT PT SPC CRNL  PEEK  [SD800.418],"$30,831.45"
Cooper Service Area,IMPLANT PT SPC CRNL PEEK  [SD80.503],"$40,337.45"
Cooper Service Area,IMPLANT PT SPC CSTM  [SD800.535],"$45,875.18"
Cooper Service Area,IMPLANT PT SPC PEEK SD800.518 CRNL SKL MODL [SD800.518],"$33,353.45"
Cooper Service Area,IMPLANT PT SPC PEEK SD800.536 CRNL SKL MODL [SD800.536],"$48,283.69"
Cooper Service Area,IMPLANT PTLR 29MM MEDIALIZED DOME [1518-20-029],"$1,697.50"
Cooper Service Area,IMPLANT PTLR 31X8 MM 3 PEG STD SER A VANGUARD [184764],"$1,697.50"
Cooper Service Area,IMPLANT PTLR 38MM MEDIALIZED ANTMC CMNTD ATTUNE [151810038],"$2,425.00"
Cooper Service Area,IMPLANT PTLR TNDN HEMI BTB  [453008],"$17,460.00"
Cooper Service Area,IMPLANT RHEAD RDL HD SZ 2  [RHA-H2],"$8,193.98"
Cooper Service Area,IMPLANT RHEAD RDL HD SZ 3  [RHA-H3],"$8,193.98"
Cooper Service Area,IMPLANT RHEAD RDL HD SZ 4  [RHA-H4],"$8,193.98"
Cooper Service Area,IMPLANT RHEAD RDL STM SZ 3 STD  [RHA-S3],"$13,476.02"
Cooper Service Area,IMPLANT RIGHT MEDIAL MENISCUS  [28225001],"$23,037.50"
Cooper Service Area,IMPLANT RING LOC + REPL SZ 24  [106024],$666.88
Cooper Service Area,IMPLANT ROT PLAT SZ 6 8MM AOX ATTUNE TIB INSERT POST STAB [151650608],"$4,001.25"
Cooper Service Area,IMPLANT ROT PLAT SZ 6 CMNTD ATTUNE TIB BASE [1506-10-006],"$4,243.75"
Cooper Service Area,IMPLANT RS 63MM NON-MOD SHRT TIB BS [161036],"$15,711.58"
Cooper Service Area,IMPLANT RS MOD PROX TIB 9CM RESCT ORTH SALVAGE SYS [CP113461],"$29,100.00"
Cooper Service Area,IMPLANT RSTR MOD HIP SYS 14MM STM LNTH 155MM DSTL [6276-7-014],"$13,046.50"
Cooper Service Area,IMPLANT RSTR MOD HIP SYS 15MM STM LNTH 155MM DSTL [6276-7-015],"$13,046.50"
Cooper Service Area,IMPLANT RSTRC CMNT MD 24.0MM UNV [B000-0240],$565.51
Cooper Service Area,IMPLANT RSTRC CMNT SZ4 15.75MM  [5460-16-000],$562.60
Cooper Service Area,IMPLANT RT LAT HEMI CONDYLE  [32147001],"$55,411.25"
Cooper Service Area,IMPLANT RT LAT MENISCUS  [28325001],"$23,037.50"
Cooper Service Area,IMPLANT RT MAXILLA  [PK620013-C],"$41,225.00"
Cooper Service Area,IMPLANT RT MNDB LT MXL 11MM HEMI [224-0032],"$5,611.94"
Cooper Service Area,IMPLANT RT MNDB LT MXL 16MM HEMI [224-0035],"$7,866.70"
Cooper Service Area,IMPLANT RVRS 10DEG 36X29MM BS AEQUALIS GLENOSPHERE [DWD191],"$8,730.00"
Cooper Service Area,IMPLANT S29MM THKNS 8MM PTLA SYM [5550-G-298-E],"$1,697.50"
Cooper Service Area,IMPLANT S33MM THKNS 9MM PTLA SYM [5550-G-339-E],"$1,697.50"
Cooper Service Area,IMPLANT S36MM THKNS 10MM PTLA SYM [5550-G-360-E],"$1,697.50"
Cooper Service Area,IMPLANT SEG FEM RT RDC SZ 3CM  [161006],"$29,100.00"
Cooper Service Area,IMPLANT SEG FEM RT RDC SZ 7CM  [161011],"$29,100.00"
Cooper Service Area,IMPLANT SEGMENT 3CM W/ SCR POR COAT OSS DIAPHYSEAL [150464],"$24,250.00"
Cooper Service Area,IMPLANT SHELL 46MM SZ 22 POR COAT RINGLOC + ACETABULR [16-116046],"$4,607.50"
Cooper Service Area,IMPLANT SHELL 46MM W/ MULT HL POR TRAB MTL/MOD ACETABULR SYS [00620204620],"$5,335.00"
Cooper Service Area,IMPLANT SHELL 48MM W/ MULT HL POR TRAB MTL/MOD ACETABULR SYS [00620204820],"$5,335.00"
Cooper Service Area,IMPLANT SHELL 50MM OD 3 HOLE HEMISPHERICAL STIKTITE COAT [71335550],"$4,991.62"
Cooper Service Area,IMPLANT SHELL 50MM W/ MULT HL POR TRAB MTL/MOD ACETABULR SYS [00620005020],"$4,607.50"
